HttpOpenRequestA,InternetCrackUrlA,NtSetContextThread,AnalyzeStart,KeBugCheck2,NtWriteVirtualMemory,NtWriteFile,DeleteFileW,gethostbyname,Fake_SetFileCreationTime,FindFirstFileExW,NtCreateThreadEx,NtShutdownSystem,GetComputerNameExW,NtCreateMutant,connect,NtReadVirtualMemory,Thread32First,Process32FirstW,listen,CreateServiceW,CryptExportKey,WSARecv,KiTrap0D,NtDeleteKey,WSAConnect,AnalyzeStop,NtTerminateProcess,CreateProcessInternalW,URLDownloadToFileW,MoveFileWithProgressW,WMICreateInstanceEnum,Fake_BeInjected,InternetCrackUrlW,WSARecvFrom,GetComputerNameW,AutoLogin,GetForegroundWindow,GetAdaptersAddresses,StrangeBehavior,CryptGenKey,NtSuspendThread,OpenSCManagerW,WMIExecQuery,sendto,NtUnloadDriver,NtLoadDriver,Module32FirstW,Fake_TerminateRemoteProcess,NtReadFile,WSASocketW,recv,NtSetValueKey,NtTerminateThread,Fake_DetectDebugger,EnumServicesStatusExW,InternetReadFile,Login,NtSetSystemInformation,StartServiceW,GetProcessAffinityMask,UnpackSelf,EnumServicesStatusA,OpenServiceW,KiGeneralProtectionFault,NtQueryAttributesFile,LoadLibraryExW,NtDeleteValueKey,SetWindowsHookExW,CopyFileExW,NtSetSystemTime,NtCreateFile,NtCreateThread,EnumServicesStatusW,NtQueryDirectoryFile,PowerOn,VMDetect,WMIConnectServer,SendARP,WSASendTo,DeleteService,send,NtAdjustPrivilegesToken,Fake_SetFileHiddenOrReadOnly,NtQueryFullAttributesFile,Fake_BeCreatedEx,NtSuspendProcess,recvfrom,WSASend,TryToAnalyze,TooManyBehavior,Fake_WritePEFile,NtDeleteFile,label,api_name
"12
","1
",0,"1
",0,"70
","80
","1
",0,"30
","20
",0,0,"4
","500
","7
","500
",0,"2
",0,0,0,"19
",0,"126
",0,"1
","7
",0,0,0,0,"62
",0,0,"8
",0,"500
",0,0,0,0,"36
",0,"2
",0,0,"11
",0,"183
","1
",0,"219
",0,"500
",0,"21
",0,0,0,0,0,"2
","36
",0,"332
","68
","48
",0,"2
",0,"500
","70
",0,"2
",0,0,0,0,0,0,"5
","222
",0,0,"29
",0,0,0,"29
","5
","96
",0,1,102cd05c8b84c548a53f55f8ab6fecc1d0bd9910cc685f98faf0abb6b3a89560
0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
","1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"6
","11
",0,0,"51
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
",0,"101
",0,1,3f2fae32b67457c89305d2a34144387003961285cf035f4e3cc08e7453f02d8a
0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,"1
","2
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,"13
",0,"1
",0,0,0,0,0,0,0,0,0,0,"6
","16
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
",0,0,0,1,a39f03c93226e2c241f3711f9da6660ca44059776f639bbf33f443c3326e780f
"5
",0,"1
","1
",0,"1
","44
","1
",0,0,0,0,0,"18
","15
",0,"1
",0,0,0,0,0,0,0,0,0,"1
","5
","1
",0,0,0,0,"9
",0,"26
",0,"8
",0,0,0,0,"19
","14
",0,0,0,0,0,"42
","3
",0,"27
",0,"148
",0,0,0,0,0,0,0,"2
","19
",0,"82
","142
","3
",0,0,0,"6
",0,0,"2
",0,0,"16
",0,0,0,0,"3
",0,0,"3
",0,0,0,"3
",0,0,0,1,29b1777c71b5bd084f84531bc97fae71e0234f375025675760c05aef615c0e6d
0,0,0,"1
",0,0,"490
",0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,0,0,0,0,0,0,0,"500
",0,0,"500
",0,"500
",0,0,0,0,0,0,0,0,0,0,"11
","20
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
","3
","490
",0,1,50551bf95adf1169822fc49acc085c0d2f1be18e86edbd171983f22971b6c829
0,0,0,"1
",0,0,"89
","4
",0,0,0,0,0,"11
","95
",0,0,0,0,0,0,0,0,0,0,0,"1
","30
","25
",0,0,0,0,0,0,"11
",0,"33
",0,0,0,0,0,0,0,0,0,0,"2
","500
",0,0,"100
",0,"69
",0,0,0,0,0,0,"1
",0,0,0,"165
","426
",0,0,"45
",0,"50
",0,0,"64
",0,0,0,0,0,0,0,"12
",0,0,"26
",0,0,0,"26
","1
","471
",0,1,39afbaf1b71e0184130cf269b8903f7b24736ebd269952f2837dbedb9043eeca
0,0,0,"1
",0,0,"500
","325
","9
",0,"2
",0,0,"10
","221
","16
","46
",0,"7
",0,0,0,0,0,0,0,"1
","140
","101
",0,"71
",0,0,0,0,"32
","1
","500
",0,0,0,0,"8
","4
",0,0,0,0,"1
","500
","8
",0,"50
",0,"500
",0,0,0,0,0,0,0,0,"8
",0,"500
","500
",0,0,"71
",0,"198
",0,0,"96
",0,0,"4
",0,0,0,0,"7
","50
",0,"104
",0,0,0,"104
","6
","32
",0,1,50a76b3306b0251ca11793e807bc04fbb0ac81d2595d06e9f7e9504f720f10eb
0,0,0,"1
",0,0,"474
",0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,0,0,0,0,0,0,0,"500
",0,0,"500
",0,"500
",0,0,0,0,0,0,0,0,0,0,"11
","20
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
","3
","473
",0,1,6124c67bbc8a1699e83363d88e850cef0cf5647f5b23426896f48e2fdf92bb6b
0,0,0,"1
",0,0,"1
",0,0,0,0,0,0,0,"6
",0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9
","16
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
","1
","257
",0,1,570f4e3bf4a28d3a9d76b38befed65d51f6cc95618c144b60de4ab76a9197297
0,0,0,"1
",0,0,"500
","332
","8
",0,"6
",0,0,"9
","500
","16
","114
",0,"9
",0,0,0,0,0,0,0,"1
","500
","407
",0,"30
",0,0,0,0,"68
","1
","1
",0,0,0,0,"4
","4
",0,0,0,0,"4
","500
","10
",0,"171
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"30
",0,"500
",0,0,"424
",0,0,"4
",0,0,0,0,"6
","132
",0,"249
",0,0,0,"412
","9
","22
",0,1,edd2b83d7916c1bf56b67d0416e576de484c1e785d87257f53ad2f3e410277d2
0,0,0,"1
",0,0,"500
","244
","26
",0,0,0,0,"44
","500
","49
","500
",0,"8
",0,0,0,0,0,0,0,"1
","331
","275
",0,"38
",0,0,0,0,"113
","1
","1
",0,0,0,0,"4
","26
",0,0,0,0,"25
","500
","13
",0,"121
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"38
",0,"476
",0,0,"200
",0,0,"26
",0,0,0,0,"58
","151
",0,"249
",0,0,0,"277
","8
","198
",0,1,78625ce14627d6bbee700fb589ca130b12a11fd303cb2f563fd72a12b5469d06
0,0,0,"1
",0,0,"39
",0,0,0,0,0,0,"6
","13
",0,0,0,0,0,0,0,0,0,0,0,"1
","3
",0,0,0,0,0,0,0,"10
",0,0,0,0,0,0,0,"6
",0,0,0,0,0,"45
",0,0,"13
",0,"81
",0,0,0,0,0,0,0,0,0,0,"46
","106
",0,0,0,0,"4
",0,0,0,0,0,"5
",0,0,0,0,"2
",0,0,"2
",0,0,0,"2
",0,0,0,1,21dc6e07e356d06627fed8b60cb86e71f29f88310b766350dbc31d6f3474cfcd
0,0,0,"1
",0,0,0,0,"1
",0,0,0,0,0,"3
","88
",0,0,0,0,0,0,"88
",0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9
","1
",0,0,0,"1
",0,0,0,0,0,0,"1
",0,0,0,"97
","207
",0,0,"10
",0,0,0,0,0,0,0,0,0,0,0,"89
",0,0,0,"1
",0,0,0,"1
",0,"17
",0,1,b569fd2a58d7d6a4611958703070f02fc3680dadfeed0bcd6ee46071dcd4a14f
0,0,0,"1
",0,0,"10
",0,0,0,"40
",0,0,0,"16
",0,0,0,0,0,0,0,0,0,0,0,"1
","8
","40
",0,0,0,0,0,0,0,"1
","17
",0,0,0,0,0,0,0,0,0,0,0,"112
","2
",0,"25
",0,"8
",0,0,0,0,0,0,"40
",0,0,0,"374
","500
",0,0,0,0,"18
",0,0,"40
",0,0,0,0,0,0,0,0,0,0,"75
",0,0,0,"75
","1
","9
",0,1,0d98dd6261f500061960ef50d0a8f2a553f30a176237c7a239b594f28748b3b0
0,0,0,"1
",0,0,"500
","291
","48
",0,"3
",0,0,"1
","500
","93
",0,0,"9
",0,"1
",0,0,0,0,0,"1
","400
","295
",0,"33
",0,0,0,0,"41
","1
","1
",0,0,0,0,"500
",0,0,0,0,0,0,"500
","12
",0,"500
",0,"500
",0,0,0,0,"3
",0,0,0,"500
",0,"500
","500
",0,0,"33
",0,"500
",0,0,"320
",0,0,0,0,0,0,0,"1
","111
",0,"249
",0,0,0,"299
","11
","14
",0,1,43df8600b3a8a54810c3a756d6d68cb7c86e4d933f63901c6b570c60882d0200
"28
","19
",0,"1
",0,"84
","500
","8
",0,"28
","7
",0,0,"3
","500
","36
","500
",0,"4
",0,0,0,"104
",0,"126
",0,"1
","8
",0,"7
",0,0,"62
",0,0,"11
",0,"500
",0,0,0,0,"89
",0,"116
",0,0,"22
",0,"500
","2
","3
","500
",0,"500
",0,"39
",0,0,0,0,"1
","5
","89
",0,"264
","85
","7
",0,"2
",0,"4
","84
",0,"12
",0,0,0,0,0,0,"45
","500
","2
",0,"29
",0,0,0,"29
","8
","71
",0,1,ea4d84fff57b0b321cbfdcf0e744e093d7024ced654a921262f9d048276e1373
0,0,0,"1
",0,0,"500
","217
","31
",0,"1
",0,0,"43
","500
","76
","500
",0,"8
",0,0,0,0,0,0,0,"1
","362
","280
",0,"27
",0,0,0,0,"128
","1
","1
",0,0,0,0,"20
","26
",0,0,0,0,"29
","500
","10
",0,"125
",0,"500
",0,0,0,0,0,0,0,0,"20
",0,"500
","500
",0,0,"27
",0,"498
",0,0,"223
",0,0,"26
",0,0,0,0,"94
","136
",0,"249
",0,0,0,"283
","8
","22
",0,1,0d3804dbce0e204ad25d699064625399b6ee26aa89b86bf828e3eb64a89646c0
0,0,0,"1
",0,0,"9
",0,0,0,0,0,0,"1
","11
","3
","1
",0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,"2
",0,"500
",0,0,0,0,"4
",0,0,0,0,0,"1
","58
","2
",0,"130
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"62
","100
",0,0,0,0,"4
",0,0,"1
",0,0,0,0,0,0,0,"60
",0,0,"2
",0,0,0,"2
","2
",0,0,1,ee307785b318194ed7d3a644d1d4f8d142c2c9fff26ddeff3f9017a76cebbec0
"9
",0,0,"1
",0,"66
","335
","1
",0,"36
","13
",0,0,"3
","500
","8
","500
",0,"1
",0,0,0,"12
",0,"126
",0,"1
","7
",0,0,0,0,"62
",0,0,"10
",0,"500
",0,0,0,0,"28
",0,"22
",0,0,"3
",0,"500
","1
",0,"500
",0,"500
",0,"12
",0,0,0,0,0,"4
","28
",0,"221
","76
","63
",0,"2
",0,"4
","66
",0,"4
",0,0,0,0,0,0,"4
","308
","2
",0,"29
",0,0,0,"29
","6
","87
",0,1,a1b1c1d8db81b02639087e4c401ee13157d0c42346db297672380ec796218b30
"8
",0,0,"1
",0,"72
","81
","1
",0,"30
","11
",0,0,"3
","500
","5
","500
",0,"3
",0,0,0,"10
",0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"7
",0,"500
",0,0,0,0,"24
",0,"152
",0,0,"10
",0,"364
","1
",0,"500
",0,"500
",0,"14
",0,0,0,0,0,"2
","24
",0,"238
","111
","4
",0,"1
",0,"326
","72
",0,"2
",0,0,0,0,0,0,"4
","192
","2
",0,"29
",0,0,0,"29
","5
","57
",0,1,6d83e9b816e12a15a1b12d3e547df7b6f4067a0a62b5523d95b9c4fc4472a29f
"10
","5
",0,"1
",0,"66
","360
","3
","22
","29
","13
",0,0,"2
","500
","23
","500
",0,"1
",0,0,0,"5
",0,"126
",0,"1
","5
",0,0,"5
",0,"62
","22
",0,"8
",0,"500
",0,0,0,0,"32
",0,"1
",0,0,"10
",0,"500
","2
","73
","500
",0,"500
",0,"6
",0,0,0,0,0,"4
","32
",0,"369
","65
","193
",0,"3
",0,"11
","66
",0,"6
",0,0,0,0,0,0,"19
","234
","2
",0,"29
",0,0,0,"29
","6
","45
",0,1,ab5c9d8790f3a4da20470386ec862cc925ce1df3e37db89afdc8d187a82d2941
0,0,0,"1
",0,0,"70
","2
",0,0,0,0,0,"7
","58
",0,0,0,0,0,0,0,0,0,0,0,"1
","16
","15
",0,0,0,0,0,0,"7
",0,"20
",0,0,0,0,0,0,0,0,0,0,0,"500
",0,0,"64
",0,"44
",0,0,0,0,0,0,"1
",0,0,0,"106
","255
",0,0,"45
",0,"31
",0,0,"21
",0,0,0,0,0,0,0,"7
",0,0,"16
",0,0,0,"16
","1
","494
",0,1,2441705abeed92d0fb3d932097243166102c2b04a443412bb7d0c51f51dbae64
0,0,0,"1
",0,0,"2
",0,0,"6
",0,0,0,"2
","15
",0,0,0,0,0,0,0,0,0,0,0,"1
","1
","1
",0,0,0,0,0,0,"1
",0,"4
","2
",0,0,0,"6
",0,0,0,0,0,0,"8
",0,0,"20
",0,"12
",0,0,0,0,0,0,0,0,"12
",0,"40
","81
","1
",0,0,0,"6
",0,0,0,0,0,0,0,0,0,0,"1
",0,0,"2
",0,0,0,"2
",0,"1
",0,1,1a0ed2a6469dcceba9409b6d07374ac622bc48b8f8fb49c8a9479d07d1e56fbe
"10
",0,0,"1
",0,"70
","110
","1
",0,"33
","16
",0,0,"15
","500
",0,"500
",0,"2
","3
",0,0,0,0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"21
",0,"500
",0,0,0,0,"50
",0,"14
",0,0,"7
",0,"500
","1
",0,"500
",0,"500
",0,0,0,0,0,0,0,"3
","50
",0,"229
","108
","100
",0,"2
",0,"500
","70
",0,"2
",0,0,0,0,0,0,0,"321
","2
",0,"29
",0,0,0,"29
","7
","99
",0,1,e11cac0ed17b9fe3926993896ae6c49e6c15d2319434ecc7df50613b6ed928e6
"12
","2
",0,"1
",0,"78
","500
","1
",0,"30
","22
",0,0,"5
","500
","6
","500
",0,"3
",0,0,0,"8
",0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"9
",0,"500
",0,0,0,0,"36
",0,"2
",0,0,"8
",0,"500
","1
",0,"500
",0,"500
",0,"8
",0,0,0,0,0,"1
","36
",0,"232
","126
","232
",0,"2
",0,"500
","78
",0,"2
",0,0,0,0,0,0,"4
","500
","2
",0,"29
",0,0,0,"29
","9
","79
",0,1,6bf494a439f29b0946c8886537e45d91ee252274c7599a03df100862f8c6c7b7
0,0,0,"1
",0,0,"500
",0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,0,0,0,0,0,0,0,"500
",0,0,"500
",0,"500
",0,0,0,0,0,0,0,0,0,0,"11
","20
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
","4
","500
",0,1,8aee4e570bb5b0cf0d4ebbae78fcbb63619ae7e1a1fbc10646b98d989739cad9
0,0,0,"1
",0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
","2
","1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3
",0,0,0,0,"1
",0,0,0,0,0,0,"2
",0,0,0,"5
","20
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,0,"2
",0,"2
",0,1,aaad45007ee625726027f5e206bed7ac3806ea06a639a887e544ebc6f7799e98
"1
",0,0,"1
",0,0,"9
","1
",0,0,0,0,0,"1
","19
",0,0,0,0,0,0,0,0,0,0,0,"1
","2
","1
",0,0,0,0,0,0,"5
",0,"1
",0,0,0,0,"348
",0,0,0,0,0,0,"27
","1
",0,"40
",0,"355
",0,0,0,0,0,0,0,"1
","348
",0,"29
","67
","3
",0,0,0,"2
",0,0,"2
",0,0,0,0,0,0,0,"1
",0,0,"2
",0,0,0,"2
",0,"1
",0,1,e66fda9d8a7ee669eb4b8b23a8f2b2e4e58674a4195edd13d5ac0ef440c83fa8
"10
","3
",0,"1
",0,"74
","500
","1
",0,"31
","22
",0,0,"5
","500
","7
","500
",0,"3
",0,0,0,"9
",0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"9
",0,"500
",0,0,0,0,"30
",0,"2
",0,0,"7
",0,"500
","1
",0,"500
",0,"500
",0,"9
",0,0,0,0,0,"2
","30
",0,"217
","93
","232
",0,"2
",0,"500
","74
",0,"2
",0,0,0,0,0,0,"6
","500
","2
",0,"29
",0,0,0,"29
","9
","76
",0,1,6a01f99bbc1ef2cd9c06c94bbd8b450206b4428ba2341ab47fa6d7fee1046f07
0,0,0,"1
",0,0,"176
","1
","60
",0,"1
",0,0,"1
","19
","50
",0,"3
",0,0,0,0,0,0,0,0,"1
","5
","3
",0,"1
",0,0,0,0,"1
",0,"6
",0,0,0,0,0,0,0,0,0,0,0,"102
","2
",0,"7
",0,"500
",0,0,0,0,0,0,"3
",0,0,0,"57
","99
",0,"1
","1
",0,"500
",0,0,0,0,0,0,0,0,0,0,"4
",0,0,"4
",0,0,0,"4
","2
","49
",0,1,10db7e6b23bb2e4d52a19e5cc82e16f2bebfc45384095ab18049221c2d47cb62
0,0,0,"1
",0,"1
","500
","15
",0,0,"253
",0,0,"2
","56
",0,"1
",0,0,0,0,0,0,0,"133
",0,"1
","8
","4
",0,0,0,"1
",0,0,"11
",0,"500
",0,0,0,0,"1
",0,0,0,0,0,0,"500
",0,0,"500
",0,"500
",0,0,0,0,0,0,"3
","500
","1
",0,"195
","226
","190
",0,"2
",0,"36
","1
",0,"468
",0,0,0,0,0,0,0,"3
","242
",0,"6
",0,0,0,"6
","6
","72
",0,1,10d5f2ac6668e19a7221f010ccb27b3521c0f2917cb92bac7ad79177d88ce1ff
0,0,0,"1
",0,0,"500
","240
","41
",0,"2
",0,0,"37
","500
","13
","500
",0,"8
",0,0,0,0,0,0,0,"1
","452
","356
",0,"23
",0,0,0,0,"133
","1
",0,0,0,0,0,"12
","28
",0,0,0,0,"38
","500
","14
",0,"166
",0,"500
",0,0,0,0,0,0,0,0,"12
",0,"500
","500
",0,0,"23
",0,"500
",0,0,"297
",0,0,"28
",0,0,0,0,"66
","184
",0,"249
",0,0,0,"360
","9
","92
",0,1,a0b07d2e1afeec9ec6991b4bf842145b6db1a86dada6f2a622cc671b0912778a
0,0,0,"1
",0,0,"500
","164
","104
",0,0,0,0,"1
","150
","197
",0,0,"6
",0,"1
",0,0,0,0,0,"1
","12
","31
",0,"41
",0,0,0,0,"1
","1
","5
",0,0,0,0,"500
",0,0,0,0,0,0,"500
","11
",0,"500
",0,"500
",0,0,0,0,"3
",0,0,0,"500
",0,"404
","500
",0,0,"41
",0,"25
",0,0,"34
",0,0,0,0,0,0,0,"1
","59
",0,"35
",0,0,0,"35
","7
","44
",0,1,eeded20584438f0915ecbbffe33b213e683c919cef072b0a5c21d928987fbb97
"7
","10
",0,"1
",0,0,"500
","217
","112
",0,"3
",0,0,"1
","27
","120
",0,0,"8
",0,0,0,"500
",0,0,0,"1
",0,"2
",0,"1
",0,0,0,0,"6
",0,"13
",0,0,0,0,"11
",0,0,0,0,0,"1
","319
","3
","273
","46
",0,"159
",0,"487
",0,0,0,0,0,"1
","11
",0,"225
","147
","3
",0,"54
","1
","33
",0,0,"5
",0,0,0,0,0,0,"118
","4
","2
",0,"3
",0,0,0,"3
","2
","4
",0,1,f3e1bb518a7819ca95e735e948017491a206968682165cdfed19b507193fc4de
